user_id,item_id,rating,timestamp
111,328,4,891679939
285,191,4,890595859
96,156,4,884402860
116,350,3,886977926
73,480,4,888625753
221,475,4,875244204
235,185,4,889655435
164,406,2,889402389
281,338,2,881200457
182,845,3,885613067
129,873,1,883245452
45,25,4,881014015
221,943,4,875246759
131,126,4,883681514
230,680,4,880484286
126,905,2,887855283
231,181,4,888605273
280,508,3,891700453
288,132,3,886374129
152,301,3,880147407
217,597,4,889070087
79,303,4,891271203
75,284,2,884050393
230,742,5,880485043
245,1028,5,888513447
282,325,1,881703044
78,323,1,879633567
118,200,5,875384647
283,1114,5,879297545
171,292,4,891034835
245,181,4,888513664
107,333,3,891264267
226,242,5,883888671
306,235,4,876504354
280,631,5,891700751
173,289,4,877556988
185,23,4,883524249
280,540,3,891702304
150,293,4,878746946
274,845,5,878945579
188,692,5,875072583
48,609,4,879434819
311,432,4,884365485
165,216,4,879525778
208,216,5,883108324
2,292,4,888550774
288,593,2,886892127
205,304,3,888284313
274,405,4,878945840
164,620,3,889402298
248,234,4,884534968
280,1049,2,891702486
93,820,3,888705966
159,1028,5,880557539
217,2,3,889069782
146,1022,5,891458193
126,294,3,887855087
29,245,3,882820803
156,661,4,888185947
37,288,4,880915258
141,245,3,884584426
235,230,4,889655162
118,774,5,875385198
221,1010,3,875246662
195,1052,1,877835102
306,287,4,876504442
108,100,4,879879720
230,304,5,880484286
311,179,2,884365357
37,540,2,880916070
188,143,5,875072674
47,324,3,879439078
173,328,5,877557028
311,654,3,884365075
79,50,4,891271545
235,70,5,889655619
255,1034,1,883217030
230,1444,2,880485726
111,301,4,891680028
89,216,5,879459859
221,48,5,875245462
140,332,3,879013617
190,977,2,891042938
150,181,5,878746685
126,245,3,887854726
195,273,4,878019342
2,251,5,888552084
24,64,5,875322758
226,56,4,883889102
288,305,4,886372527
17,13,3,885272654
313,117,4,891015319
185,287,5,883526288
73,206,3,888625754
280,1,4,891700426
217,182,2,889070109
208,663,5,883108476
230,172,4,880484523
313,478,3,891014373
283,432,5,879297965
311,98,5,884364502
195,751,4,883295500
96,87,4,884403531
311,9,4,884963365
152,685,5,880149074
53,281,4,879443288
124,496,1,890286933
24,191,5,875323003
75,240,1,884050661
2,50,5,888552084
313,566,4,891016220
188,443,4,875074329
185,216,4,883526268
149,319,2,883512658
230,963,5,880484370
176,875,4,886047442
106,526,4,881452685
283,845,4,879297442
78,255,4,879633745
312,692,4,891699426
175,127,5,877107640
153,174,1,881371140
313,616,5,891015049
274,50,5,878944679
248,589,4,884534968
217,27,1,889070011
190,974,2,891625949
220,298,4,881198966
285,269,4,890595313
220,333,3,881197771
143,682,3,888407741
75,237,2,884050309
199,221,4,883782854
164,281,4,889401906
96,673,4,884402860
202,283,3,879727153
277,257,3,879543487
313,436,4,891029877
206,302,5,888180227
76,61,4,875028123
314,28,5,877888346
248,117,5,884535433
136,89,4,882848925
280,845,3,891700925
179,339,1,892151366
116,331,3,876451911
185,114,4,883524320
188,237,3,875073648
118,654,5,875385007
312,100,4,891698613
285,150,5,890595636
4,264,3,892004275
304,259,1,884967253
37,403,5,880915942
165,372,5,879525987
176,324,5,886047292
3,335,1,889237269
190,117,4,891033697
29,189,4,882821942
188,96,5,875073128
230,138,3,880485197
248,257,3,884535840
312,133,5,891699296
141,258,5,884584338
312,153,2,891699491
206,323,1,888179833
230,419,4,880484587
205,316,4,888284710
79,1161,2,891271697
4,303,5,892002352
208,197,5,883108797
24,763,5,875322875
3,245,1,889237247
164,930,4,889402340
152,111,5,880148782
131,221,3,883681561
227,50,4,879035347
277,255,4,879544145
288,272,5,889225463
274,748,5,878944406
311,559,2,884366187
199,268,5,883782509
252,277,4,891456797
312,573,5,891712535
75,546,3,884050422
76,175,4,875028853
212,180,1,879303974
310,116,5,879436104
313,22,3,891014870
314,1150,4,877887002
280,127,5,891702544
35,243,2,875459046
311,566,4,884366112
48,680,3,879434330
288,527,3,886373565
106,582,4,881451199
37,117,4,880915674
116,250,4,876452606
156,641,5,888185677
45,109,5,881012356
277,1011,3,879543697
116,255,3,876452524
285,151,5,890595636
176,327,3,886047176
129,331,2,883244737
147,904,5,885594015
311,386,3,884365747
105,268,4,889214268
34,312,4,888602742
45,118,4,881014550
71,89,5,880864462
182,69,5,876435435
195,328,4,884420059
282,288,4,879949367
252,300,4,891448664
282,327,5,879949417
304,237,5,884968415
150,129,4,878746946
51,182,3,883498790
204,216,4,892513864
164,685,5,889402160
73,657,5,888625422
315,273,3,879821349
48,309,3,879434132
255,472,1,883216958
311,143,3,884364812
116,751,3,890131577
195,1014,4,879673925
31,886,2,881547877
316,98,5,880853743
103,24,4,880415847
116,942,3,876454090
318,474,4,884495742
141,826,2,884585437
313,99,4,891014029
165,288,2,879525673
195,300,3,890588925
118,475,5,875384793
306,14,5,876503995
227,295,5,879035387
3,337,1,889236983
30,539,3,885941454
311,716,4,884365718
312,28,4,891698300
31,484,5,881548030
24,367,2,875323241
188,218,5,875074667
73,94,1,888625754
108,290,4,879880076
73,56,4,888626041
120,546,2,889490979
312,494,5,891698454
185,740,4,883524475
312,921,5,891699295
311,419,3,884364931
79,100,5,891271652
195,154,3,888737525
277,279,4,879543592
217,144,4,889069782
313,200,3,891017736
116,1216,3,876452582
221,327,4,875243968
46,307,3,883611430
116,271,4,886310197
235,87,4,889655162
318,768,2,884498022
289,282,3,876789180
209,906,2,883589546
314,535,4,877887002
277,282,4,879543697
185,199,4,883526268
235,480,4,889655044
315,13,4,879821158
311,203,5,884365201
209,251,5,883417810
217,7,4,889069741
261,340,5,890454045
176,258,4,886047026
88,750,2,891037276
9,298,5,886960055
311,849,3,884365781
247,736,5,893097024
313,745,3,891016583
311,83,5,884364812
227,411,4,879035897
103,127,4,880416331
45,763,2,881013563
29,332,4,882820869
30,435,5,885941156
315,185,4,879821267
321,496,4,879438607
106,778,4,881453040
261,875,5,890454351
190,302,5,891033606
199,258,4,883782403
103,121,3,880415766
152,412,2,880149328
164,117,5,889401816
150,221,4,878747017
311,5,3,884365853
248,475,5,884535446
266,676,3,892257897
74,272,5,888333194
45,473,3,881014417
238,252,3,883576644
131,1281,4,883681561
159,127,5,880989744
230,202,4,880485352
318,356,4,884496671
319,313,5,889816026
314,95,5,877888168
230,378,5,880485159
312,121,3,891698174
206,900,1,888179980
108,50,4,879879739
314,1263,2,877890611
314,276,1,877886413
313,96,5,891015144
185,269,5,883524428
147,292,5,885594040
29,539,2,882821044
238,756,3,883576476
47,995,3,879440429
106,107,4,883876961
323,257,2,878739393
140,268,4,879013684
220,303,4,881198014
67,64,5,875379211
230,142,4,880485633
314,417,4,877888855
159,1037,2,884360502
316,306,4,880853072
280,781,4,891701699
211,127,4,879461498
71,134,3,885016614
306,242,5,876503793
98,47,4,880498898
53,24,3,879442538
12,300,4,879958639
238,111,4,883576603
40,268,4,889041430
258,288,1,885700919
230,234,4,880484756
73,357,5,888626007
4,361,5,892002353
76,582,3,882607444
321,287,3,879438857
306,864,3,876504286
116,7,2,876453915
209,688,1,883589626
208,202,4,883108476
141,274,5,884585220
107,271,2,891264432
228,475,3,889388521
323,223,4,878739699
311,385,5,884365284
323,298,4,878739275
221,1059,4,875245077
255,448,3,883216544
311,172,5,884364763
313,148,2,891031979
226,147,3,883889479
204,340,5,892389195
325,485,3,891478599
312,641,5,891698300
195,265,4,888737346
280,472,2,891702086
221,780,3,875246552
175,96,3,877108051
311,1222,3,884366010
318,257,5,884471030
320,117,4,884748641
310,24,4,879436242
280,128,3,891701188
318,631,4,884496855
188,769,2,875074720
221,69,4,875245641
