user_id,item_id,rating,timestamp
382,127,3,875945781
387,1166,3,886483939
387,56,5,886479649
364,690,4,875931309
369,948,2,889428228
387,218,3,886481687
387,180,4,886479737
388,313,5,886438122
387,514,3,886480515
386,455,3,877654961
387,199,4,886483858
389,955,4,880087599
387,414,4,886482969
387,692,1,886482928
387,520,4,886480446
387,58,4,886484065
383,319,2,891192377
389,176,4,880165047
389,109,3,879915745
387,942,4,886483906
387,32,5,886479737
390,990,4,879693608
382,546,2,875946234
386,121,3,877655145
389,1119,3,880088659
387,200,5,886481686
382,531,4,875946830
393,1219,4,889729536
387,447,4,886481687
389,249,3,879915991
389,613,5,880088038
387,559,3,886481737
389,160,4,880087897
392,178,5,891038945
376,237,3,879459054
364,1048,5,875931585
393,1034,2,889731413
389,204,4,879991017
393,471,4,887744549
387,1007,5,886480623
387,224,5,886480703
389,28,4,880165411
393,15,3,887744266
393,1285,3,889555176
393,318,3,887745973
382,276,3,875946029
393,126,4,887743647
387,31,3,886483330
394,67,5,881059383
393,402,3,889730187
389,124,4,879916053
394,42,4,880887152
393,1206,3,889730494
387,423,3,886484065
391,527,3,877399541
393,633,2,887746091
387,1019,4,886480288
392,333,4,891037531
392,302,5,891037385
387,1097,3,886480657
393,539,3,891364757
383,505,4,891193042
389,111,3,879916053
398,514,4,875658794
389,429,4,879991352
389,845,4,879916053
387,773,4,886481800
393,932,3,887744578
387,198,4,886480352
393,940,2,889731109
390,989,5,879693677
387,1115,3,886479575
389,607,3,879991297
393,128,3,887746145
397,7,5,885349913
387,201,5,886484631
394,1210,3,881060330
382,25,2,875945880
399,813,3,882512003
390,124,4,879694232
382,171,3,875946639
398,227,2,875908666
398,181,4,875652318
393,681,3,887742798
387,208,3,886480484
382,474,5,875947199
388,56,3,886441015
396,841,4,884646648
389,715,3,880614012
387,183,4,886480206
364,321,2,875931478
369,271,5,889428642
398,504,3,875722071
401,486,4,891033184
396,291,4,884646289
398,69,5,875659191
389,656,5,879991175
382,290,4,875946830
393,1048,3,887745120
383,464,4,891192986
393,88,3,889730066
387,566,3,886483194
396,148,4,884646436
369,988,3,889428228
389,1530,2,880088753
393,683,4,887742110
393,252,3,887744766
393,763,5,887745086
393,890,1,887742991
393,651,4,889728238
399,219,3,882345454
398,481,3,875659441
387,144,3,886479649
397,1019,3,885349715
387,564,1,886481800
389,550,3,880088923
393,62,4,889728895
399,591,3,882340599
391,188,3,877399658
402,257,4,876266701
387,844,5,886480484
388,816,4,886441248
399,284,2,882512342
399,1314,3,882349198
389,507,5,879991196
387,501,4,886483620
384,272,5,891273509
393,275,4,887744053
393,1095,2,887745174
393,142,4,889730460
387,1012,4,886481073
389,38,2,880089076
399,8,3,882510165
395,151,3,883765297
399,1228,3,882345500
393,1469,3,889729749
387,381,4,886482969
393,12,5,887745883
399,459,4,882340807
393,953,4,889555334
