user_id,item_id,rating,timestamp
744,127,5,881171481
754,676,3,879451517
753,673,1,891402379
763,28,3,878915765
764,86,3,876246358
767,1068,4,891462829
763,588,4,878918213
754,937,4,879451061
767,486,4,891462560
769,269,5,885422510
744,603,5,881170528
744,237,4,881171907
755,319,3,882569801
753,79,4,891401665
771,762,2,880659970
768,173,5,883835053
773,169,5,888539232
763,88,4,878918486
765,285,5,880346694
772,312,4,889028941
766,451,2,891310824
764,223,3,876244625
744,508,5,881171907
767,478,4,891463095
774,1091,1,888558041
771,690,4,880659235
774,1419,1,888557409
760,65,2,875667131
763,200,4,878915015
761,278,4,876190370
765,237,3,880346797
763,1,4,878915559
761,289,2,876189871
755,294,3,882569574
777,286,2,875979137
759,1016,5,881476922
764,245,4,876244181
776,422,2,892210688
771,203,1,880659482
777,168,5,875980492
760,183,2,875667366
780,70,2,891363969
773,72,3,888539531
766,487,3,891309090
774,195,3,888557236
761,147,4,876190370
766,1444,2,891310508
744,963,5,881170576
761,294,3,876189664
744,428,4,881170528
773,27,1,888540218
765,15,2,880346491
774,739,2,888558187
761,924,4,876190723
779,284,3,875994401
763,960,4,878915958
766,53,4,891310281
774,920,2,888559297
764,118,3,876243046
766,229,3,891310210
760,181,3,875666268
776,769,3,892920446
764,140,3,876245940
774,511,3,888556483
778,94,2,891233603
763,367,3,878918871
761,1197,3,876190025
782,1216,2,891500150
764,742,3,876243410
786,276,1,882841875
754,284,3,879451775
764,820,3,876243953
774,576,1,888557520
773,64,4,888540507
771,88,4,880659970
778,78,1,890803860
754,9,4,879451626
786,405,4,882842311
773,959,4,888539608
766,357,4,891309558
784,269,5,891387155
768,282,4,880135987
771,83,5,880659369
770,477,4,875972259
777,153,1,875980541
780,433,1,891363826
788,568,3,880869862
788,723,3,880870207
766,483,3,891309250
766,82,3,891309558
770,301,4,875971703
776,672,3,892920381
788,23,3,880868277
771,237,5,880659482
773,239,4,888539512
766,77,2,891310313
773,229,3,888540112
782,250,4,891499440
789,1012,4,880332169
786,177,4,882843646
782,1600,3,891500066
772,898,3,889028941
786,633,4,882843237
790,380,4,885157419
790,1074,3,885158235
787,310,5,888979007
771,258,5,880659323
782,1023,3,891499611
766,90,1,891310313
786,230,4,882844295
770,875,4,875971612
782,322,4,891498381
773,91,4,888539232
783,288,3,884326274
766,98,3,891309522
773,639,4,888538931
777,357,5,875980235
768,278,2,883835210
755,875,1,882570023
783,334,3,884326461
785,195,4,879438984
778,7,4,890725886
782,938,3,891498030
776,234,5,892920290
789,127,5,880332039
763,286,4,878914901
770,508,5,875972322
788,480,3,880868473
760,723,2,875669011
774,527,1,888556698
794,242,5,891034156
784,307,4,891387623
776,485,2,891628656
774,89,2,888557198
767,207,5,891462759
768,340,2,879523820
794,887,4,891034284
780,662,5,891363756
787,899,3,888979074
764,143,5,876245331
778,1273,3,890726925
781,483,5,879633942
771,28,5,880659392
786,471,4,882842311
774,294,1,888555792
788,754,4,880867477
779,257,4,875993201
796,1074,1,893047691
774,229,2,888557329
767,98,5,891462560
773,559,2,888540314
761,214,1,876190510
755,689,3,882570077
774,403,2,888556814
763,238,4,878915559
795,172,3,880570209
794,118,2,891035413
788,185,4,880868316
790,154,4,885156290
795,117,4,880558122
759,332,4,881476516
754,619,4,879451517
780,491,4,891363651
793,276,3,875103971
771,242,4,880659235
782,683,1,891498213
782,249,2,891499399
774,673,2,888556545
773,37,3,888540352
774,54,1,888556814
781,100,5,879634175
793,1067,4,875103875
780,202,4,891363783
782,984,2,891498821
795,367,3,883252202
782,329,3,891498213
796,401,3,893219427
796,184,1,892761544
774,172,3,888557198
761,546,5,876190468
790,157,2,885156193
761,148,5,876189829
781,474,5,879633976
784,678,4,891387895
790,1063,5,885156478
774,644,4,888556777
789,475,5,880332063
782,1538,3,891500109
766,521,4,891309261
777,100,1,875979380
764,71,5,876429672
766,202,3,891310281
796,418,4,893218933
774,1028,2,888558829
798,94,3,875914939
798,1,4,875295695
796,229,3,893048471
786,404,4,882843500
788,229,3,880870299
788,51,4,880870018
777,1,4,875979431
774,563,1,888557883
796,679,4,893048471
798,998,3,875915317
796,87,5,893218728
764,321,1,876233034
782,1390,3,891500028
791,289,4,879448087
760,216,2,875667366
788,235,3,880871328
766,648,3,891309913
802,135,4,875985347
795,1036,2,883255578
771,222,2,880659709
755,690,5,882569574
798,988,3,875295469
788,692,3,880869106
787,361,3,888979075
795,636,3,883253661
785,209,3,879439043
798,1119,3,875916421
798,164,4,875303502
800,742,4,887646477
767,187,4,891462658
804,11,4,879442954
798,274,5,875295772
803,286,5,880054592
796,1042,4,893194740
802,294,4,875984637
754,476,4,879451742
796,159,3,893194685
788,70,4,880869908
796,540,2,893048672
773,188,3,888540091
780,199,5,891363723
764,31,4,876246687
780,98,1,891364027
780,467,3,891363904
786,449,2,882844096
788,205,4,880868068
766,510,3,891310038
759,300,5,875227686
766,135,4,891309053
796,527,3,892675654
754,742,3,879451991
796,154,3,892676155
775,348,3,891032804
802,286,2,875984532
804,546,3,879443884
804,31,4,879442792
792,111,3,877910126
774,127,4,888557198
793,298,4,875103971
775,286,4,891032741
763,210,3,878915015
782,878,3,891498918
798,151,3,875554819
770,1,5,875972219
777,216,4,875980597
774,28,3,888556698
763,11,4,878918333
786,86,4,882843006
744,628,2,881172357
777,690,4,875979137
766,134,5,891308968
774,185,2,888557683
